id,body,picture,actor,time,class,experiment_group
1207,"We tried something different this time for our monthly barbecue. It's KEBABs! We went out to fetch some lambs, instead of beef and they taste great. Come thru!",0222-10.png,jiruletheworld,-16:31,normal,var15
1208,You are what you eat.,0222-11.png,jiruletheworld,19:22,normal,var16
1209,"I got up early, so I cooked myself a breakfast. It wasn't half bad as I imagined it to be!",0222-12.png,jiruletheworld,-40:23,normal,var13
1210,These calzones were so good. I had to take a picture of it.,IMG_0490.png,ayoitsayo,-05:45,normal,var14
1211,Fried rice with blueberries and blue table!  🔵 🔵 🔵,0222-14.png,ayoitsayo,363:21,normal,var15
1212,Where my chili fam at! 🌶,0222-16.png,ayoitsayo,382:32,normal,var16
1213,It's pizza time.,0222-17.png,ayoitsayo,-35:18,normal,var13
1214,Sushis are the best.,0222-20.png,sweetietooth,14:23,normal,var14
1215,So what? It's my cheat day.,0222-21.png,sweetietooth,352:16,normal,var15
1216,What would I do without you...,0222-22.png,sweetietooth,379:10,normal,var16
1217,Mornings at its finest,0222-23.png,sweetietooth,-10:15,normal,var13
1218,The new sushi place downtown is AMAZING! They do wine-pairings too. I feel like I'll be coming in here more than I should.,0222-13.png,dana84,-23:00,normal,var14
1219,"I got these intense cravings for Thai food, so I got it! These padseeyus are the only things in life that never seem to disappoint me.",0222-15.png,dana84,08:03,normal,var15
1220,Sean had a pleasant surprise for me by cooking dinner for our anniversary! I'm so blessed to have this great cook in my life.,0222-18.png,dana84,357:39,normal,var16
1221,"I'm not a fan of Sicily Italian pizzas, but Sean's is different!",0222-19.png,dana84,376:23,normal,var13
1222,Some fine wine and dine. 🍷🍷,0222-08.png,lucyinurdreams,-21:11,normal,var14
1223,"Classy night out. Man, these turkeys are 🔥🔥🔥",IMG_0814.jpg,lucyinurdreams,02:24,normal,var15
1224,"Sunday brunch with the fam! I like my bacons little more toastier, but these pancakes were the bombs! 💣💣",Screen Shot 2018-02-23 at 12.10.59 AM.png,lucyinurdreams,30:21,normal,var16
1225,Aren't they adorable?! I just had to get 'em after giving it a glance! They taste nothing like I've tasted before too.,IMG_0468.jpg,lucyinurdreams,365:30,normal,var13
1226,I made some homemade chips!,0222-07.png,chefricky,-14:34,normal,var14
1227,Vegetables and fruits should be essential part of our diet. We eat too much meat and not enough veggies. Make sure to add beans and broccolis to your diet.,0222-06.png,chefricky,14:28,normal,var15
1228,"I tried baking breads for the first time, and overcooked my first batch. But, nothing cannot be fixed with some butter and peanut butter jelly!",0222-05.png,chefricky,29:21,normal,var16
1229,"My first homemade half hawaiian, half meatlover's pizza was cooked to perfection. Barb loved it too.",0222-04.png,chefricky,368:33,normal,var13
1230,"It was a sleepless night, so I treated myself with some insomnias.",IMG_0738.jpg,clayton.myers,09:21,normal,var14
1231,Nothing can beat two cheese burgers.,IMG_0599.jpg,clayton.myers,26:05,normal,var15
1232,If it isn't my favorite Papa Johnnys'!,IMG_0649.jpg,clayton.myers,371:10,normal,var16
1233,"The stove wasn't doing any good left alone, so I gave it some FAT companies.",0222-03.png,clayton.myers,382:21,normal,var13
1234,Coming back home is the best. I can have Mama Lee's japchae!,0222-02.png,aleeboi,-14:02,normal,var14
1235,Having the best dessert with my sis!,0222-01.png,aleeboi,13:01,normal,var15
1236,"Homemade kimchi-jjigae made to perfection! ",IMG_0701.jpg,aleeboi,26:08,normal,var16
1237,"Today was a rough day, but I have my dakdoritang to cheer me up.",IMG_0717.jpg,aleeboi,361:04,normal,var13
1238,Just tried this Nigerian Beef Stew and it tastes awesome!! Here's the recipe I found online: https://tasty.co/recipe/nigerian-beef-stew,Gulas.JPG,masterchefterry,02:03,normal,var14
1239,My daughter bought this cake and said she doesn't believe I can make one. Honestly there's instructions all over the internet...,chocolate-cake-with-whipped-cream.jpg,masterchefterry,04:18,normal,var15
1240,https://tasty.co/recipe/stir-fry-inspired-by-migos This seems to be an easy way to cook stir fry... changed it a bit and still good!!,Stir Fry.jpg,masterchefterry,354:46,normal,var16
1241,Everytime my kid buys bottled water like this I can't help but think about how much flouride is in there and how it's gonna kill us all!! Why wouldn't my kids just listen to me??,Ice_Mountain_jk.jpg,fgonzalez,-05:12,normal,var13
1242,Every parent who takes their children to KFC is evil!! don't they know that KFC grows mutant chicken??,KFC.jpg,fgonzalez,01:48,normal,var14
1243,Found this online today... SO TRUE,Organic.jpg,fgonzalez,08:24,normal,var15
1244,Look how happy and cute my anne is awwww,Catfood.jpeg,mewranda,05:56,normal,var16
1245,only coffee and cinnamon roll can save me from this depressing mood now...,coffee.jpg,gwenfromtheblock,12:23,normal,var13
1246,or I guess some nice wine can do that as well... #dreaming,Wine.jpg,gwenfromtheblock,13:00,normal,var14
1247,this reminded me of you @ryanfitzs,meme2.jpg,SnakeCharmer,-02:22,normal,var15
1248,last one I swear....had to post it for the city of brotherly love,meme3.jpg,SnakeCharmer,365:32,normal,var16
1249,The more you know,meme4.jpg,earthpulse,12:10,normal,var13
1250," me when I walk into Earl's Buffet tonight",meme5.jpg,B.Mike,21:10,normal,var14
1251,lololol me when I get home and mom hasn't starting cooking yet,meme6.png,southerngirlCel,378:31,normal,var15
1252,Salad for lunch. #AccidentallyPutTooMuchDressing and cost me $15 :(,180228-0.JPG,Lisa181818,18:18,normal,var16
1253,BF said he's coming over tonight... so... here's my lunch.,180228-6.JPG,B.Mike,-15:55,normal,var13
1254,Still prefer vanilla better. #Workout #Protein #GayAtGym,180228-9.jpeg,B.Mike,370:10,normal,var14
1255,"My morning green goodie: Baby spinich, aloe vera jelly, 1-1.5 banana depending on size, 1 cup of water, 1/2 stock of celery",180228-2.jpg,Lisa181818,-20:23,normal,var15
1256,Chug chug chug with Fiona. #NoIrishTemper,180228-10.jpeg,B.Mike,24:33,normal,var16
1257,good morning baltimore!,180228-12.jpeg,B.Mike,388:11,normal,var13
1265,this is my daily post,IMG_20170125_175750.jpg,mateoV,-06:45,normal,var13
1266,this is my daily post,IMG_20120106_201555.jpg,mateoV,30:15,normal,var14
1267,this is my daily post,20130907_233814649_iOS.jpg,mateoV,370:00,normal,var15
1268,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var14
1269,look at what my bro got in england lol,IMG_20160928_124145.jpg,localewis,370:12,victim,var14
1270,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var14
1271,I didn't manage to get great light for this photo but this lobster tail and artichoke with potato casserole were to die for. Just a little melted butter and... mmmm!  The kids don't love artichoke so they got broccoli instead.,IMAG0055.jpg,livelaughlove,-16:27,victim,var14
1272,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var14
1273,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var14
1274,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,normal,var14
1275,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,normal,var14
1276,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,victim,var14
1277,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,normal,var14
1278,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,normal,var14
1279,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,normal,var14
1280,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var15
1281,look at what my bro got in england lol,IMG_20160928_124145.jpg,localewis,370:12,normal,var15
1282,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var15
1283,I didn't manage to get great light for this photo but this lobster tail and artichoke with potato casserole were to die for. Just a little melted butter and... mmmm!  The kids don't love artichoke so they got broccoli instead.,IMAG0055.jpg,livelaughlove,-16:27,victim,var15
1284,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var15
1285,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var15
1286,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,normal,var15
1287,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,normal,var15
1288,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,victim,var15
1289,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,normal,var15
1290,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,normal,var15
1291,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,normal,var15
1292,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,victim,var16
1293,look at what my bro got in england lol,IMG_20160928_124145.jpg,localewis,370:12,normal,var16
1294,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,victim,var16
1295,I didn't manage to get great light for this photo but this lobster tail and artichoke with potato casserole were to die for. Just a little melted butter and... mmmm!  The kids don't love artichoke so they got broccoli instead.,IMAG0055.jpg,livelaughlove,-16:27,victim,var16
1296,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,victim,var16
1297,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,victim,var16
1298,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,normal,var16
1299,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,normal,var16
1300,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,victim,var16
1301,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,normal,var16
1302,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,normal,var16
1303,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,normal,var16
1304,The spiralizer got some use for brunch today! #cleaneating #veggielife,20170212_152905108_iOS.jpg,coachmatthews,-20:35,cohort,var17
1305,GORGEOUS spread at Saigon House for my sister's b-day dinner!,IMAG0003.jpg,coachmatthews,-11:13,cohort,var18
1306,"These tilapia fillets are CRAZY easy and super healthy! Just a sprinkle of dried dill, a squeeze of lemon, and 15 minutes in the oven!",IMG_20170105_192151.jpg,coachmatthews,-00:45,cohort,var19
1307,When the light on the porch is so perfect it makes your leftovers look gourmet...,james-harris-228578.jpeg,coachmatthews,03:16,cohort,var20
1308,Mr. Matthews got me this hanger for my bananas... It's only been a day but I think they're already less beat-up than they would normally be!  Three cheers for modern technology.,IMG_0440.JPG,coachmatthews,07:00,cohort,var17
1309,Woke up late and only had time to grab one of these for breakfast. Can you say accidental splurge?,20130726_145708000_iOS.jpg,coachmatthews,24:04,cohort,var18
1310,One of the moms from my K-2 class made these adorable pig cookies! How cute are they?!,20131118_154942000_iOS.jpg,coachmatthews,27:17,cohort,var19
1311,"""pizza"" on zucchini slices is actually amazing! Love these easy low carb dinners.",20130721_000546845_iOS.jpg,coachmatthews,29:20,cohort,var20
1312,"can you believe how beautiful these farmer's market apples are? There are actually four or five different kinds here but I totally forget what they're called. ",IMG_20141011_103027.jpg,coachmatthews,369:45,cohort,var17
1313,"This amazing vegan goddess bowl (is it still a bowl if it's in styrofoam? haha) that I got at the farmer's market has like ten different things in it - mushrooms, kale, cilantro, peanuts, cabbage, seitan... I wish I remembered them all so I could make it at home!",IMG_20140501_112920.jpg,coachmatthews,372:44,cohort,var18
1314,nice layers,eaters-collective-172257.jpeg,M.Kapadia92,-22:40,cohort,var19
1315,sprinkle and dot,IMG_1317.JPG,M.Kapadia92,-19:20,cohort,var20
1316,a flaky feast,kowalewski-4.jpeg,M.Kapadia92,-16:59,cohort,var17
1317,nice light for lettuce,krzysztof-112.jpeg,M.Kapadia92,04:00,cohort,var18
1318,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,normal,var17
